Gene	Coef	Pvalue	FDR	WTmean	MUTmean	MUTminusWT_diff	WT_samples	MUT_samples
CPAMD8	1.61671933947255	0.0386272027294006	0.155337979998466	-1.34183808529932	7.98920097702651	9.33103906232583	9513	208
TBX15	2.66474830287339	0.0386295285101401	0.155337979998466	-1.21246790825066	8.02062173869173	9.23308964694239	9647	74
OTOP3	3.01326881916669	0.0386545812994929	0.155371818954118	-1.19585779896513	7.95820819242296	9.15406599138809	9664	57
SYT7	3.03153595020364	0.0386685906796242	0.155371818954118	-1.19943191081824	8.73852706834694	9.93795897916518	9665	56
CYB5RL	4.7072285259069	0.0386698933869628	0.155371818954118	-1.15954795374539	6.18018057356008	7.33972852730546	9698	23
ACSS3	2.18095578707451	0.0386940358783496	0.155426015812016	-1.25134568071532	8.3957403193097	9.64708600002503	9611	110
MAP2	1.57458355034094	0.0387695133780839	0.15567550378079	-1.3473809704778	7.97382702851191	9.32120799898971	9507	214
CECR2	1.98597622083387	0.0387774885694284	0.15567550378079	-1.27649462847241	8.6148112893264	9.89130591779881	9589	132
DROSHA	3.09450467520231	0.0387893527550782	0.155680293629666	-1.19582964178142	8.46172675685279	9.65755639863421	9667	54
HNRNPH2	4.19154237815808	0.0388094227030044	0.155718005449431	-1.16727244749678	7.24319513475663	8.41046758225342	9692	29
SPHKAP	1.33078912903689	0.0388487457250021	0.155795827892024	-1.41951822004664	7.08516542298971	8.50468364303635	9404	317
C2orf55	3.28597723183545	0.0388502680851897	0.155795827892024	-1.20330127900022	11.1746118653805	12.3779131443807	9673	48
ARIH1	4.42398706520334	0.0388608552813131	0.155795827892024	-1.16082599187138	5.80984957546617	6.97067556733755	9695	26
PRNP	4.42653063315586	0.0388813766955609	0.155809386499929	-1.17440956782455	10.8749560703112	12.0493656381357	9695	26
EEFSEC	3.00217487012195	0.0388855971105792	0.155809386499929	-1.20132924137003	8.885857655598	10.087186896968	9664	57
EPB41L4A	2.70131797574423	0.0389284347987532	0.155938202987098	-1.21734104318044	9.07308682338463	10.2904278665651	9650	71
PLEKHG5	2.76958184024315	0.0389887966881806	0.156094521313801	-1.2136424706575	9.15451506711342	10.3681575377709	9654	67
SLC27A5	2.75305363325527	0.0389920939681493	0.156094521313801	-1.21896450422836	9.75753613361013	10.9765006378385	9653	68
KCNV1	2.35915982594987	0.0389995565281241	0.156094521313801	-1.24730976644083	9.74136052754226	10.9886702939831	9628	93
PRSS1	2.22564553206635	0.039029291963416	0.156170691292999	-1.2054900272363	4.49281231103385	5.69830233827015	9613	108
NLRP10	2.14860255465309	0.0390610671105702	0.156254978907625	-1.24249653036103	7.23712842101847	8.4796249513795	9606	115
ARHGEF3	3.22899639353119	0.0390756525526262	0.156270475627813	-1.17615706645356	5.56406621444723	6.74022328090078	9672	49
FYN	3.40517186606368	0.0391003259269803	0.156326296231492	-1.20042180670229	11.6665891187985	12.8670109255007	9677	44
TBX19	3.2663346106588	0.0391229771949132	0.156374003916874	-1.19188250392389	8.8734907963518	10.0653733002757	9673	48
LRRC10	3.98737819505551	0.0391618265529945	0.1564479585249	-1.17814975680797	9.74815910879689	10.9263088656049	9689	32
IL1RAPL1	2.20627671443911	0.0391691394307654	0.1564479585249	-1.25480738643785	9.07378413555732	10.3285915219952	9615	106
FOXA2	3.49511274630472	0.0391736508665062	0.1564479585249	-1.19726323028111	11.5514024680951	12.7486656983762	9679	42
FAM129B	2.92356674380227	0.0391920197178536	0.156478482666603	-1.19622452944568	7.55955461239756	8.75577914184325	9661	60
RCAN2	3.60054633455033	0.0392276651655948	0.156577949959196	-1.18948686992662	10.306762138218	11.4962490081446	9681	40
GRAMD1B	2.67948041751733	0.0392409977861969	0.156580984474577	-1.20407297406806	7.26975066937867	8.47382364344674	9650	71
MAP3K2	3.80824083264664	0.0392498910290992	0.156580984474577	-1.1743694702039	7.76545103325932	8.93982050346322	9686	35
TJAP1	3.80364595781968	0.0392765476727949	0.156644492618481	-1.17728903801067	8.57342056972666	9.75070960773733	9686	35
ZNF570	3.08449565063772	0.0393023054523558	0.156704382138404	-1.2117791925039	11.3169916982275	12.5287708907314	9667	54
NELL2	2.21689987862851	0.0393634009888399	0.156905097548138	-1.24058902351628	7.87002045620622	9.1106094797225	9616	105
ZFP14	2.86578329782563	0.0394207114358366	0.157090619813554	-1.19856265892141	7.64136806920907	8.83993072813047	9659	62
COPB1	2.87995147880094	0.0394376586780848	0.157115013996017	-1.20800078051236	9.11173607641978	10.3197368569321	9659	62
EPB41L3	1.71090949470015	0.0394553053173176	0.157115013996017	-1.3053646805643	7.60642272131606	8.91178740188036	9543	178
ACAP3	3.48006552857391	0.0394591412215647	0.157115013996017	-1.18887863911214	9.61915346989229	10.8080321090044	9679	42
CEP97	2.79663685206748	0.0394873865802774	0.157142002857352	-1.19799759889	7.14942942539969	8.3474270242897	9656	65
NEUROD1	2.66393948576587	0.0394874619559292	0.157142002857352	-1.21027844342562	7.98367775531846	9.19395619874408	9649	72
RAD51AP2	2.35948103599437	0.0395183407685486	0.157188727150856	-1.21461264181342	6.35632917364169	7.5709418154551	9628	93
SSX2IP	3.5563376345028	0.03952422241916	0.157188727150856	-1.175818260432	6.99861692528186	8.17443518571386	9681	40
DDX55	3.47747147162006	0.0395363448865395	0.157188727150856	-1.1888039317415	9.60193697845441	10.7907409101959	9679	42
C8orf34	2.23888322896628	0.0395423009557641	0.157188727150856	-1.25549280641506	9.23492308815507	10.4904158945701	9616	105
LIN9	3.47439391704414	0.0395759865197523	0.157279778626169	-1.20268036809677	12.79979477566	14.0024751437567	9679	42
PTPRG	2.21398715341132	0.0395872623064748	0.157281745585283	-1.24443323232395	8.2220767599636	9.46650999228755	9616	105
SMCHD1	2.1644228096618	0.0396320257438358	0.157392573261996	-1.22896438328542	6.51058486154667	7.73954924483209	9612	109
POLN	2.84071146387669	0.0396478463492505	0.157392573261996	-1.20891464543626	9.08802767289695	10.2969423183332	9658	63
WDR43	3.74377572078573	0.0396575935032608	0.157392573261996	-1.18724914606364	10.9821132609856	12.1693624070492	9685	36
USP38	3.21391992335998	0.0396583110090547	0.157392573261996	-1.1861638400226	7.53928078505497	8.72544462507758	9672	49
UBQLN4	3.97349852480044	0.0396719547085866	0.157403901888379	-1.1777397240843	9.62400888818281	10.8017486122671	9689	32
CYP4F2	2.39017574371421	0.0397643081508815	0.157612511668972	-1.23170964075651	8.43826275438954	9.66997239514605	9631	90
ASB1	4.39903138538338	0.0397848104104788	0.157612511668972	-1.16612356230269	7.78523208821818	8.95135565052086	9695	26
PRSS42	5.01993216067904	0.0397853135268552	0.157612511668972	-1.16796555987051	11.3640997036481	12.5320652635186	9701	20
OR14J1	3.07925383086694	0.0397876630484076	0.157612511668972	-1.20336138469935	9.81004821588383	11.0134096005832	9667	54
PPP4R2	5.01580967531197	0.0397893527754252	0.157612511668972	-1.16146195779017	8.2095275145791	9.37098947236927	9701	20
MYH9	1.61927751317767	0.0397893536552762	0.157612511668972	-1.34102723402973	8.37240914673443	9.71343638076415	9522	199
CCDC146	2.59609490086238	0.0398176076173788	0.157637808324283	-1.21652045950274	8.29194644306663	9.50846690256937	9645	76
MAP4K5	3.85465950438621	0.0398234527101214	0.157637808324283	-1.17443657580272	8.04750610500219	9.22194268080491	9687	34
TRAM1	3.96585447085344	0.0398462961304959	0.157637808324283	-1.18216119472421	10.9627472953734	12.1449084900976	9689	32
ZNF785	3.91164438134367	0.0398480959375263	0.157637808324283	-1.17872038628557	9.58458182132446	10.76330220761	9688	33
CHEK1	3.9679817993372	0.0398509894296074	0.157637808324283	-1.17600309346113	9.09818969731295	10.2741927907741	9689	32
MUM1L1	2.37593646391814	0.0398680180557704	0.157637808324283	-1.24919758404962	9.93680039783717	11.1859979818868	9628	93
AICDA	3.97614501494886	0.0398817877701409	0.157637808324283	-1.17014191798496	7.32353566016776	8.49367757815272	9689	32
GOLGA2	2.66996913822562	0.0398821818167748	0.157637808324283	-1.18872921044887	5.18429547324981	6.37302468369868	9650	71
DPP4	2.76886472593412	0.0399474665151678	0.157853084775131	-1.20697948299513	8.33689403162252	9.54387351461765	9655	66
RUNX1T1	1.7962269411182	0.0399692531857532	0.157896407995384	-1.29125475250232	7.65402640085685	8.94528115335917	9559	162
ADRB2	3.27841296428225	0.0399808173296195	0.157899335143968	-1.1819687509806	7.04710201607391	8.22907076705451	9674	47
GLB1L2	2.7396452910404	0.0400073338944116	0.15796129747918	-1.21314225748746	8.93103396022918	10.1441762177166	9653	68
GPR6	3.4732757993896	0.040025539280864	0.157990420067242	-1.19459588304116	10.9367059458224	12.1313018288636	9679	42
SLIT1	2.1437796131821	0.0400489269753192	0.158039977182291	-1.2288436385278	6.2929162534177	7.52175989194551	9609	112
HLA-DRA	3.70659425456797	0.0400948310879247	0.158178337139463	-1.18142638920865	9.12922299636901	10.3106493855777	9684	37
ACTL7B	3.01140073558645	0.0401300821379513	0.158274606193721	-1.20226081584009	9.2267657654206	10.4290265812607	9665	56
ZNF598	2.44260951078029	0.0401774823216807	0.158418726916486	-1.1751417315874	2.46577725171069	3.64091898329809	9633	88
MDC1	1.87755928461115	0.0401911315331999	0.158429726543597	-1.27503793325436	7.57079663479205	8.84583456804641	9575	146
CARD14	2.61864094361817	0.040212845290748	0.158435613169987	-1.22420780101199	9.55109127205161	10.7752990730636	9647	74
HIST1H2BD	3.97416956114699	0.0402218509163268	0.158435613169987	-1.17803124510667	9.71227598773882	10.8903072328455	9689	32
ZNF3	4.15536961914792	0.0402254993518158	0.158435613169987	-1.16343229802013	5.95979069586808	7.12322299388821	9692	29
ARID5A	3.43126196142994	0.0402444518342332	0.158435613169987	-1.18966963177016	9.54583241955138	10.7355020513215	9678	43
TLR5	2.53905287860713	0.0402469245601462	0.158435613169987	-1.20469925830765	6.39192058891456	7.59661984722221	9641	80
ZNF530	3.31058003843853	0.0402982686912398	0.158554020927019	-1.19912916119093	10.8352767889427	12.0344059501336	9675	46
SAMD8	4.4762742018292	0.0402989084004706	0.158554020927019	-1.17216711836773	10.487219098505	11.6593862168727	9696	25
FNDC1	1.77200481750381	0.0403096074863467	0.158554020927019	-1.29555384012312	7.6859339767801	8.98148781690321	9555	166
C11orf63	2.51904692300733	0.0403959952288641	0.158850990402668	-1.22063678772078	8.31259210231414	9.53322889003492	9641	80
TFAM	4.56889471966294	0.0404377521148255	0.158972343196764	-1.17569642942342	12.3990155786665	13.57471200809	9697	24
PLEKHA1	3.73791429498856	0.0404589804842859	0.158988097390789	-1.19320014102842	12.5830962119258	13.7762963529542	9685	36
CCDC38	3.11848700725346	0.0404635551176913	0.158988097390789	-1.21238294223213	11.9111301194526	13.1235130616848	9669	52
ADAM28	2.0284610221865	0.040481395575129	0.159015368886795	-1.24966228587754	6.72602610179179	7.97568838766933	9590	131
MCF2L2	2.11163616603886	0.0405343182709781	0.159180395492678	-1.25029990729695	7.96911672956965	9.2194166368666	9607	114
KAT2B	2.65022845424738	0.040567218806053	0.159234254971443	-1.20759327939672	7.62382848150062	8.83142176089734	9649	72
LAMA4	1.79142116669918	0.0405698626176472	0.159234254971443	-1.26541989433462	6.22204817189005	7.48746806622467	9561	160
KIAA0494	4.23359284542076	0.0406232344132556	0.159398289280435	-1.18272022306902	12.8912578563243	14.0739780793933	9693	28
TGFBRAP1	2.46885879581266	0.0406430835970877	0.159398289280435	-1.19747460254707	5.27841345925034	6.47588806179741	9638	83
ZFPM1	3.2969634136154	0.0406730921779028	0.159398289280435	-1.15157619600935	0.253351483621561	1.40492767963091	9656	65
KDELC1	3.83475004362751	0.0406743832737374	0.159398289280435	-1.17836279764472	9.16613289863243	10.3444956962771	9687	34
CCDC144NL	4.51067573722025	0.040677089608567	0.159398289280435	-1.15855077406291	5.20625612332499	6.36480689738791	9696	25
TM4SF1	4.99137408469322	0.0406772109802632	0.159398289280435	-1.16483780205779	9.84698077658443	11.0118185786422	9701	20
ZNF192	4.65405469187223	0.0406998237312107	0.159428541610275	-1.17350894442123	12.066862642008	13.2403715864293	9698	23
STS	3.17224767390822	0.0407067871340239	0.159428541610275	-1.1890991166506	7.93251309794176	9.12161221459236	9671	50
SPRYD3	3.95590314414088	0.0407272851710653	0.159466012710862	-1.1812428199637	10.6846806374196	11.8659234573833	9689	32
B3GALT4	3.89074551471357	0.040756250946661	0.159536609890217	-1.18379325153791	11.0738520808585	12.2576453323964	9688	33
DCAF12	3.8901999577031	0.0407684239139389	0.159541452918577	-1.18519643133155	11.4857916517925	12.6709880831241	9688	33
PCDH12	2.28431243099494	0.0407950131542738	0.159542049025953	-1.23372231068918	7.94011975094661	9.17384206163579	9624	97
HGF	2.01225092039141	0.0408012430978469	0.159542049025953	-1.25128282837524	7.09965002520604	8.35093285358128	9594	127
GPR162	2.94706530342683	0.0408013835708979	0.159542049025953	-1.19352292912808	7.41138210230586	8.60490503143394	9663	58
PLIN2	3.94687427618259	0.0408559853964067	0.159689537001556	-1.17588166755237	9.06142420887652	10.2373058764289	9689	32
LILRA2	2.34277194065776	0.0408661647047009	0.159689537001556	-1.21382811836339	6.35651140750184	7.57033952586523	9629	92
NHEDC1	4.47052856222326	0.0408719398974439	0.159689537001556	-1.16840573629962	9.02840467721017	10.1968104135098	9696	25
EZR	3.16440070535821	0.0408959400864328	0.159740527421946	-1.18819320688667	7.75729203140105	8.94548523828771	9671	50
SDK2	1.66023112814439	0.0409093226600147	0.159750028984731	-1.29703056470798	6.66742561145813	7.96445617616611	9532	189
BRD9	3.16822114577894	0.0409379923789443	0.159815266099428	-1.19489847566759	9.05422511900704	10.2491235946746	9671	50
TRIL	3.72169398647263	0.0409483293892904	0.159815266099428	-1.18670529457589	10.8358021037938	12.0225073983697	9685	36
C9orf114	4.38247595070642	0.0409653287542844	0.159815266099428	-1.17458749437817	10.9413021448259	12.1158896392041	9695	26
ZGPAT	3.1060228957309	0.0409698468169074	0.159815266099428	-1.1893006117515	7.61914832296919	8.80844893472069	9669	52
CCDC69	4.46235471416507	0.0410357509555667	0.160007747291115	-1.16023930704844	5.86113675643194	7.02137606348038	9696	25
AGTR1	3.38092625100263	0.0410411262158718	0.160007747291115	-1.19608866940993	10.7135943556585	11.9096830250684	9677	44
KRT5	2.51599655608875	0.041072271169743	0.160041774068461	-1.21027215593541	7.06352441428033	8.27379657021574	9641	80
GDF3	3.06377110594368	0.0410752316237364	0.160041774068461	-1.2027287288643	9.6967911055615	10.8995198344258	9667	54
NLGN4X	1.86198704134432	0.0410827639924865	0.160041774068461	-1.27505229701237	7.45218741262543	8.7272397096378	9573	148
PRDM1	2.35495260559658	0.0411017871897997	0.160073137563264	-1.23210265958912	8.26918051035624	9.50128316994537	9629	92
INTS3	2.37485089026392	0.0411150141029062	0.160081916399065	-1.22580926397121	7.8068568786203	9.03266614259151	9631	90
KIAA2022	1.55801680429649	0.0411264056840019	0.160083546564542	-1.34777970416515	7.73683212291889	9.08461182708403	9501	220
TAF6	3.04594380493331	0.0411492175279017	0.160088187361877	-1.19571819810525	8.44177627504741	9.63749447315266	9667	54
GDAP1	4.00628847073753	0.0411634610756616	0.160088187361877	-1.17191785328794	8.1526482622335	9.32456611552144	9690	31
U2AF1	3.49812972373671	0.0411781533706618	0.160088187361877	-1.18355606629575	8.62611754907321	9.80967361536896	9680	41
SRPK2	3.15598389207618	0.0411806449138481	0.160088187361877	-1.19826408149835	9.70520059879357	10.9034646802919	9671	50
ZNF133	3.25823024355918	0.0411824639913035	0.160088187361877	-1.19111324096717	8.92931044437198	10.1204236853391	9674	47
CAPRIN2	2.67406104927115	0.0411968932118884	0.160101618292019	-1.21399288673853	8.75847782403854	9.97247071077708	9651	70
SETD1B	3.53240089565624	0.0412141630126063	0.160126078346448	-1.18287423393214	8.46513859102925	9.64801282496138	9680	41
TMEM161A	4.21638560405274	0.0412373038835038	0.160173329700862	-1.18121748847687	12.3710433419794	13.5522608304563	9693	28
AIM2	3.52760389770784	0.0412744496261403	0.160208785047144	-1.16123758924838	3.4697299820675	4.63096757131589	9681	40
SULT1C3	3.03972584166583	0.041286826480395	0.160208785047144	-1.196317461054	8.37186684212895	9.56818430318295	9666	55
MPP3	3.25745651880906	0.0412879298909876	0.160208785047144	-1.18965024978522	8.62818328066619	9.81783353045141	9674	47
OR1J1	3.88934577021908	0.0412903579256469	0.160208785047144	-1.1750845069723	8.51717579747856	9.69226030445086	9688	33
KIAA2018	1.78125022626218	0.0413265754287248	0.160275588455843	-1.27198722108003	6.56550267884617	7.8374898999262	9560	161
FAM92B	4.55832686958547	0.0413295471773858	0.160275588455843	-1.17590615266752	12.4837525077532	13.6596586604207	9697	24
ZBTB1	3.35969984282034	0.0413559079014354	0.16033519542228	-1.18499452793719	8.27363965039199	9.45863417832918	9677	44
MRPS30	3.56967437582587	0.0413758474188278	0.160347081149098	-1.17640508685466	7.3539012486146	8.53030633546927	9682	39
CD48	3.94137361598263	0.0413885134024427	0.160347081149098	-1.16557468677767	5.94066368618682	7.10623837296449	9689	32
C11orf49	4.64132138114159	0.0413919465081569	0.160347081149098	-1.16921845685514	10.2577692326208	11.4269876894759	9698	23
TDRD1	2.19716845587588	0.0414360325766925	0.160474983347829	-1.23187497328582	7.07197943700515	8.30385441029097	9616	105
OR2H2	3.77115691988869	0.0414697975037795	0.160474983347829	-1.16829975767899	6.08570144708047	7.25400120475946	9686	35
SMTNL1	3.36790112584329	0.0414732975344665	0.160474983347829	-1.19057807117392	9.50163846634334	10.6922165375173	9677	44
KRT23	2.939018460368	0.0414808531556338	0.160474983347829	-1.20643115928538	9.56193775765087	10.7683689169363	9663	58
AMER3	4.30304526361887	0.0414818858192595	0.160474983347829	-1.14962865168108	1.53141656168558	2.68104521336666	9694	27
ANGPT4	2.52108366479404	0.0414909614907129	0.160474983347829	-1.21515301747685	7.76396825672037	8.97912127419723	9642	79
ODF2	2.49606835240576	0.0415024048381203	0.160476698696882	-1.19728189787343	5.49803593958566	6.69531783745909	9641	80
ACO1	3.00333864213567	0.0415442060451423	0.160595766293742	-1.18774812275908	6.86584458833479	8.05359271109388	9666	55
MAP3K14	3.22438367823983	0.041556645824046	0.160601299583313	-1.19708940745184	9.92279033439053	11.1198797418424	9673	48
OTOF	1.6063914782348	0.0415861658575398	0.160661887775934	-1.31118963779768	6.90342319620423	8.21461283400192	9521	200
PLSCR4	3.81848038740135	0.0415943484906231	0.160661887775934	-1.18529506684705	11.1412179504848	12.3265130173319	9687	34
SLC9A8	3.18385558265994	0.0416453324896472	0.160816240257137	-1.19370276620815	9.02737250070098	10.2210752669091	9672	49
HAUS3	3.99859457151668	0.0417215637881788	0.161047340565242	-1.17508096457808	9.14137563002198	10.3164565946001	9690	31
SIRT7	4.4405909413458	0.0417314588017051	0.161047340565242	-1.16812511043594	8.91956674223844	10.0876918526744	9696	25
ZNF282	3.52429392658208	0.0417382956115691	0.161047340565242	-1.19072177015896	10.6056388669506	11.7963606371096	9681	40
RUFY3	3.14903733858786	0.041769147658665	0.161123769220588	-1.18465027078673	7.07201733095175	8.25666760173848	9671	50
IP6K1	4.13696827246674	0.0417961999928119	0.161185504016689	-1.1748662350455	9.78109130448699	10.9559575395325	9692	29
MIPOL1	3.35819523659849	0.0418218218451936	0.161241691041102	-1.1960335212087	10.7014655114923	11.897499032701	9677	44
MSX1	4.0001041038926	0.0418344440527239	0.161247742215374	-1.17748338500251	9.89232575624	11.0698091412425	9690	31
HTR1E	2.51967708780802	0.041850406432314	0.161266661236405	-1.21417140388801	7.64416169692816	8.85833310081617	9642	79
RBPJ	3.31780309382708	0.0418704445637111	0.161301271650378	-1.16411557352781	3.57400860498279	4.7381241785106	9676	45
FBXL13	2.57943465797378	0.0418916038706175	0.161340181855448	-1.20878740446651	7.42415201670703	8.63293942117353	9646	75
PTPRA	2.66716315880372	0.0419046420246135	0.161342712261653	-1.20058914639303	6.91048499440405	8.11107414079708	9651	70
CHD8	1.78531154597596	0.0419143792906756	0.161342712261653	-1.28627870435023	7.52355389161012	8.80983259596035	9562	159
COL4A6	1.85374608609269	0.041942114098261	0.16140688540742	-1.25125058385718	5.91263470968856	7.16388529354574	9573	148
CDH7	1.79102843632497	0.0419736381269162	0.161485603015185	-1.28356848534245	7.36056575228677	8.64413423762922	9562	159
KLK7	4.21277815094045	0.0420009816905286	0.161548199811	-1.17008623533787	8.51764203210941	9.68772826744728	9693	28
DDO	3.43708544899419	0.0420273010220065	0.161573344349958	-1.18113560257545	7.83475226421057	9.01588786678601	9679	42
FAM129C	3.00419030364077	0.04202966905258	0.161573344349958	-1.18863723245926	7.02210157673303	8.21073880919229	9666	55
PPP1R3B	3.70334411804628	0.0420568024981942	0.161606335877571	-1.163269232956	4.53085052633186	5.69411975928786	9685	36
DHCR7	3.1269466158742	0.0420604056019697	0.161606335877571	-1.19257335668314	8.41240111558966	9.6049744722728	9670	51
TFAP4	3.47221629478813	0.0420749743796671	0.161619747557915	-1.18900364923569	9.91227859440484	11.1012822436405	9680	41
TBC1D19	3.55786652655314	0.0420865650823317	0.161621715711013	-1.16832066717817	5.34689224072217	6.51521290790034	9682	39
PRC1	3.0573880063741	0.0421164220018429	0.161635946385139	-1.1780004592892	5.39163279579363	6.56963325508282	9668	53
ROBO3	2.28169731271254	0.0421189233008481	0.161635946385139	-1.23357827888998	8.02123991755367	9.25481819644365	9625	96
NSMAF	2.68080926266162	0.0421279671603461	0.161635946385139	-1.2037634371243	7.47206946221517	8.67583289933946	9652	69
CPT1A	2.4066627746441	0.0421449448300993	0.161635946385139	-1.22986772728785	8.68167035101834	9.91153807830619	9635	86
OPRK1	2.54873923896967	0.0421591070754414	0.161635946385139	-1.21584808849345	7.96501557835132	9.18086366684476	9643	78
PRKCE	2.87853216286306	0.0421663348877688	0.161635946385139	-1.19034056607134	6.61213844307213	7.80247900914347	9661	60
HS6ST2	3.28075726668745	0.0421678258922366	0.161635946385139	-1.18845689216705	8.59062020620252	9.77907709836957	9675	46
AKAP8	3.02694390011049	0.0421924764754885	0.161687953585737	-1.19173971120631	7.72955344445436	8.92129315566068	9667	54
KLKB1	2.52734718823612	0.0422268519380033	0.161777190893784	-1.22713351316661	9.22619533824754	10.4533288514142	9642	79
TFEB	4.11973047700732	0.0422382751422454	0.161778471002945	-1.16558793740702	6.6802202454479	7.84580818285492	9692	29
CEACAM20	2.6411685707137	0.0422555192942872	0.161791360142018	-1.2054745711222	7.22283232816628	8.42830689928849	9648	73
GPR101	2.6237100714602	0.0422748501335716	0.161791360142018	-1.20596764374366	7.40597072571771	8.61193836946137	9649	72
TPM2	3.64746112530666	0.0422749101968175	0.161791360142018	-1.1762995568664	7.78737855306389	8.96367810993029	9684	37
OR14C36	2.67563282576068	0.0423034055306686	0.161822733934823	-1.19954616858819	6.7666881544823	7.96623432307049	9651	70
CEACAM4	3.8616309356431	0.0423052921535003	0.161822733934823	-1.16121886284275	4.44655881786801	5.60777768071076	9688	33
SLC35C1	4.43316091261158	0.0423626614202968	0.16199970313518	-1.17161740978419	10.2740201214655	11.4456375312497	9696	25
KLHL18	2.99709110818577	0.0424157765638518	0.162153469340188	-1.1920020910569	7.61346018045591	8.80546227151281	9666	55
EDC3	4.11615233111754	0.0424251005875314	0.162153469340188	-1.17647559185681	10.3189494498376	11.4954250416944	9692	29
MTUS1	2.27748495956084	0.04244834405272	0.162199814401554	-1.22058338754747	6.63652185078305	7.85710523833052	9624	97
FAM47A	1.58173315758762	0.0425024461746025	0.162336970805576	-1.29969180972223	6.13308576347626	7.43277757319849	9515	206
CLCN3	2.9682876013124	0.0425337113525542	0.162336970805576	-1.17994376929356	5.37508264270316	6.55502641199672	9665	56
ZNF238	3.55042080456249	0.0425373646122998	0.162336970805576	-1.19127061365175	11.0443635678293	12.235634181481	9682	39
CHST10	3.55124514701904	0.0425395990948179	0.162336970805576	-1.18044049189455	8.35571641774603	9.53615690964058	9682	39
WEE2	2.92270200508641	0.0425495445737897	0.162336970805576	-1.19819588491065	8.18991264932243	9.38810853423308	9663	58
RNF20	2.79484361174756	0.0425510025608692	0.162336970805576	-1.18771496706454	5.8380833282295	7.02579829529404	9658	63
VGLL3	2.99945025822821	0.0426523423472976	0.162613989600117	-1.18186322538964	5.83160062518889	7.01346385057853	9666	55
LRRC66	2.02618953140525	0.0426552929189623	0.162613989600117	-1.26883424795458	8.82285281873012	10.0916870666847	9599	122
TSNAXIP1	3.27138555670498	0.0426570524504523	0.162613989600117	-1.19060290860084	9.04198344526627	10.2325863538671	9675	46
PTGER4	3.23395001822278	0.0426818288420429	0.162650686421053	-1.19735838789057	10.2147477068613	11.4121060947519	9674	47
STRC	3.27927087368918	0.0427291030890182	0.162650686421053	-1.18803587106916	8.50206848615714	9.6901043572263	9675	46
FAM55A	3.80723624804225	0.0427369756894783	0.162650686421053	-1.18024868739493	9.70344507540596	10.8836937628009	9687	34
INTU	2.73273565731303	0.0427370877081406	0.162650686421053	-1.19380918832194	6.41023956087072	7.60404874919267	9655	66
EPB42	3.14489854709568	0.0427427772758456	0.162650686421053	-1.17789419745894	5.76525762788968	6.94315182534861	9671	50
HOXB13	4.51731778007386	0.0427444025106223	0.162650686421053	-1.16230632102699	6.98885386532733	8.15116018635432	9697	24
PCDHB11	1.92864578579921	0.0427527018216674	0.162650686421053	-1.27532086169861	8.31165835564406	9.58697921734266	9586	135
PRIM2	2.06985696670517	0.0427645558658363	0.162650686421053	-1.24931199376458	7.65162808448011	8.90094007824469	9604	117
BUD13	3.17190490137382	0.0427699769518879	0.162650686421053	-1.19920444620528	10.1133367646232	11.3125412108285	9672	49
NUDT12	3.73837234106268	0.0427781673725123	0.162650686421053	-1.1691611077373	6.32407392321764	7.49323503095494	9686	35
ENAM	2.02609244547789	0.042794693889433	0.162671127971063	-1.24241972631704	6.55286233205961	7.79528205837665	9596	125
KLHL2	3.50197724403405	0.0429359222764645	0.163165451964402	-1.1854154725975	9.32138219963863	10.5067976722361	9681	40
SERTAD4	3.65107209764411	0.0429754894419636	0.163273285278335	-1.18684408957802	10.5471962498002	11.7340403393782	9684	37
ANKRD36B	3.41467719680824	0.0429941972835263	0.163301833941517	-1.17600294958459	6.65192016186634	7.82792311145093	9679	42
ALPK3	1.83056527343704	0.0430397995128255	0.163389936994389	-1.28433624624656	7.92820207063271	9.21253831687926	9571	150
RPTN	1.90593088170487	0.0430402657442073	0.163389936994389	-1.23965088483219	5.4328445322303	6.6724954170625	9579	142
GJA10	2.87426895192344	0.0430509916928118	0.163389936994389	-1.20646066551017	9.20774312104785	10.414203786558	9661	60
RUSC2	2.37451606314316	0.043078937291937	0.163448883591926	-1.22880549123825	8.3401294871272	9.56893497836545	9633	88
IRX1	2.37548605590778	0.0430889304472238	0.163448883591926	-1.22967939142203	8.43579176519862	9.66547115662065	9633	88
LLGL2	2.30338941027989	0.0431356868518612	0.163554621009904	-1.23398896180964	8.260210990537	9.49419995234664	9627	94
BAZ1A	2.42254133964329	0.0431392269275557	0.163554621009904	-1.21109083468181	6.76345799521063	7.97454882989244	9637	84
PDE1A	2.24491915787231	0.0431506856902036	0.163554705079444	-1.24355340689394	8.51318685236483	9.75674025925877	9620	101
PRG4	1.66079259659211	0.0431636894239026	0.163554705079444	-1.27280318658972	5.66581907902648	6.9386222656162	9538	183
DPY19L1	3.33020219431377	0.0431861567519504	0.163554705079444	-1.16720807105534	4.36183184935568	5.52903992041102	9677	44
POU2F3	3.30444347890116	0.0431869352169753	0.163554705079444	-1.19441325745742	10.0886839317125	11.2830971891699	9676	45
DNAAF3	4.35315888862621	0.0432006740511524	0.163554705079444	-1.17458462841422	10.9402334709617	12.1148180993759	9695	26
NR3C2	2.3114150645542	0.0432118625476964	0.163554705079444	-1.23713927952314	8.68844173137526	9.9255810108984	9628	93
CES7	4.35346663437572	0.0432214780018889	0.163554705079444	-1.17995398603688	12.9423843229502	14.122338308987	9695	26
